CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT
C0187,1953.57,1.0,618.19,368.19,403.96,6.6,0.471342,0.35184,0.284551,0.22586,3,18,5014.42,1917.16,208.58,0.384141
C0188,9684.56,1.0,787.14,450.05,477.25,15993.02,0.124193,0.067042,0.042008,0.196544,1,11,27430.05,12983.07,1411.38,0.125735
C0189,3513.87,1.0,15.6,4.45,11.85,431.24,0.120451,0.078084,0.0736,0.303121,3,20,12266.31,3229.8,367.89,0.473094
C0190,5586.95,1.0,657.66,184.0,560.99,3545.64,0.196919,0.042436,0.08182,0.137183,2,21,12786.2,7539.98,1072.41,0.336489
C0191,4423.29,1.0,16.84,4.22,89.64,19.91,0.543049,0.23825,0.276876,0.165982,5,13,6755.64,2599.26,170.44,0.167413
C0192,427.72,1.0,18230.85,6178.88,11824.27,6.44,0.120967,0.058752,0.054711,0.342519,0,22,827.68,9019.29,1112.81,0.301812
C0193,242.67,1.0,2.03,1.13,0.0,15166.26,0.111999,0.061089,0.077041,0.395082,5,19,591.9,307.42,45.86,0.057004
C0194,3211.17,1.0,320.08,202.91,0.0,22.11,0.603597,0.239116,0.445139,0.518166,2,17,12488.68,2910.81,266.97,0.198852
C0195,1769.4,1.0,28.32,19.78,81.06,31.77,0.135601,0.041691,0.090769,0.306117,4,18,6754.54,1112.04,165.1,0.083434
C0196,2836.84,1.0,272.55,170.77,194.11,0.73,0.475663,0.137888,0.251412,0.151659,3,15,11058.79,2414.73,261.04,0.455667
C0197,10905.48,1.0,39.03,26.97,20.43,0.88,0.103792,0.069636,0.07555,0.443913,6,7,40437.19,8850.46,798.54,0.141067
C0198,1863.37,1.0,2304.42,629.82,1524.96,94.54,0.161326,0.118941,0.099587,0.217764,4,18,6336.95,3808.72,534.83,0.10264
C0199,661.52,1.0,319.89,122.59,174.7,42.0,0.106088,0.054247,0.07292,0.365567,4,15,1016.57,984.49,113.91,0.279448
C0200,2485.83,1.0,7.02,2.12,46.89,18.91,0.225922,0.136761,0.103507,0.025538,5,14,6472.12,1425.32,90.15,0.377629
C0201,1199.73,1.0,378.35,129.75,146.05,395.74,0.127676,0.061664,0.062079,0.090583,1,11,4701.05,1792.0,172.37,0.143266
C0202,32798.29,1.0,744.31,189.68,890.67,941.83,0.454678,0.167972,0.338226,0.300402,6,18,58307.02,47213.2,5129.19,0.008746
C0203,51012.14,1.0,1071.68,676.53,231.03,1071.06,0.3223,0.12019,0.16004,0.064966,0,13,169576.32,75802.02,11195.52,0.214239
C0204,1902.65,1.0,54.76,12.52,0.0,98.4,0.163704,0.057536,0.079141,0.228235,5,12,6385.48,1082.15,127.8,0.196299
C0205,1261.81,1.0,698.57,287.45,266.39,8.97,0.272479,0.15553,0.090746,0.296234,4,26,2569.11,1696.1,246.46,0.300865
C0206,5500.49,1.0,266.07,68.94,2.31,112.24,0.432185,0.182698,0.341358,0.065402,0,20,21016.18,3556.15,345.98,0.187672
C0207,8947.01,1.0,263.86,112.44,0.35,503.79,0.485733,0.177223,0.306429,0.317989,3,18,18220.26,5950.85,546.67,0.312621
C0208,2839.55,1.0,502.56,166.51,54.72,268.05,0.146574,0.055128,0.129803,0.018642,3,14,10958.09,3707.73,320.87,0.391085
C0209,559.08,1.0,59.73,32.0,0.0,74.08,0.716562,0.484932,0.60299,0.055829,4,6,1678.12,382.62,50.76,0.077982
C0210,1011.32,1.0,47.72,31.08,277.17,32.73,0.388133,0.170271,0.139618,0.143751,3,16,1537.75,808.09,114.67,0.436836
C0211,1357.83,1.0,595.9,148.56,634.91,14.45,0.149405,0.042634,0.082132,0.277344,4,14,4112.66,1315.05,73.49,0.139417
C0212,1304.05,1.0,627.53,134.24,362.35,719.75,0.309919,0.21654,0.214001,0.252385,5,15,3766.58,1959.12,145.27,0.111898
C0213,181.1,1.0,97.97,42.47,8.37,3086.69,0.312814,0.203376,0.167779,0.070231,6,16,568.58,282.83,40.51,0.044124
C0214,8082.85,1.0,494.95,115.34,502.23,6.59,0.117281,0.093053,0.095426,0.286467,5,8,22695.17,11625.91,1305.21,0.423231
C0215,16335.52,1.0,10850.49,2926.9,7777.08,1084.31,0.235029,0.142918,0.1552,0.347551,1,10,48780.35,20667.53,1469.24,0.119436
C0216,2843.02,1.0,130970.28,69672.22,61238.18,25.55,0.20942,0.103703,0.098246,0.375927,2,17,8473.26,98528.4,12316.22,0.175859
C0217,5902.08,1.0,225.69,132.33,0.0,11004.86,0.550629,0.190759,0.410253,0.020097,3,21,21085.08,4469.34,533.97,0.121272
C0218,2441.09,1.0,394.02,167.65,178.87,51.47,0.118463,0.082279,0.060129,0.156126,8,16,7695.76,3518.15,476.29,0.314716
C0219,635.89,1.0,203.96,105.71,215.77,1086.89,0.640703,0.171464,0.407478,0.225221,0,19,1391.59,750.21,106.82,0.449933
C0220,1748.13,1.0,176.68,115.84,0.0,12.73,0.173844,0.06189,0.11736,0.085744,3,13,2835.61,1215.22,167.59,0.137962
C0221,295.37,1.0,24213.75,10599.89,13981.78,456.44,0.382007,0.15084,0.154033,0.035575,1,12,741.12,13281.51,1357.3,0.137228
C0222,7576.47,1.0,30.96,21.51,6.26,15.24,0.336863,0.113078,0.226685,0.273122,4,9,23755.09,8009.0,874.19,0.185848
C0223,32601.74,1.0,77.76,16.79,0.0,290.98,0.06357,0.037807,0.041341,0.389853,2,17,67223.14,21069.97,1068.78,0.227528
C0224,311.89,1.0,61.57,17.7,213.21,194.14,0.165457,0.089823,0.060389,0.070973,3,13,1226.14,393.71,50.07,0.434014
C0225,3591.15,1.0,1987.62,696.34,1153.0,1117.64,0.463383,0.321551,0.178518,0.013848,3,22,14254.16,5619.75,537.98,0.222487
C0226,26651.35,1.0,1388.45,735.59,454.68,503.26,0.198913,0.158589,0.076767,0.235056,3,15,70343.93,33864.71,2041.22,0.056824
C0227,1809.75,1.0,548.91,135.54,407.58,216.81,0.293197,0.081558,0.159918,0.220519,5,9,7073.39,1951.85,263.95,0.249723
C0228,17844.68,1.0,464.12,233.35,0.0,27.81,0.031983,0.018968,0.012732,0.398335,1,17,59963.71,10832.54,1582.71,0.491574
C0229,17403.12,1.0,333.99,147.25,125.25,4.62,0.617824,0.286561,0.220358,0.061846,3,21,54651.56,21938.99,2870.51,0.502773
C0230,849.22,1.0,279.74,72.84,436.77,14.1,0.209075,0.133663,0.115045,0.073977,2,16,2885.61,562.28,39.52,0.104486
C0231,111.64,1.0,5.32,2.89,0.0,44.91,0.177024,0.119601,0.079281,0.336886,4,8,357.85,115.12,11.49,0.245287
C0232,3288.09,1.0,602.64,240.38,0.0,32.56,0.400235,0.206839,0.347302,0.089877,3,13,11746.28,4666.12,368.61,0.238142
C0233,3507.2,1.0,844.56,533.78,220.04,6049.47,0.317885,0.238829,0.101542,0.005519,4,11,5462.17,2460.48,139.05,0.401454
C0234,812.71,1.0,154.51,35.12,94.36,743.08,0.489255,0.237994,0.345126,0.257739,2,18,3051.15,1102.43,71.86,0.206233
C0235,21979.24,1.0,1884.99,520.46,1109.95,0.39,0.182784,0.122546,0.12938,0.025338,1,14,46289.98,13042.9,747.45,0.430601
C0236,20665.5,1.0,27.42,12.85,0.0,311.63,0.518201,0.380933,0.273962,0.387062,0,12,59230.46,15561.54,1853.35,0.323107
C0237,49442.56,1.0,97.19,63.26,0.0,306.34,0.304062,0.172219,0.226909,0.011216,2,20,179811.72,31778.86,1930.71,0.80857
C0238,2598.11,1.0,880.84,570.13,419.99,3172.37,0.535981,0.395586,0.207787,0.168594,2,14,6056.41,1750.29,97.85,0.056575
C0239,1282.92,1.0,138.41,31.2,0.0,45.53,0.075594,0.040217,0.027085,0.293065,2,12,5090.52,1878.4,132.49,0.112118
C0240,4244.84,1.0,5182.19,1574.01,3833.58,2922.27,0.043289,0.033109,0.030287,0.184182,2,17,8386.45,5274.28,730.92,0.280053
C0241,11453.96,1.0,2676.2,1573.81,1406.8,390.6,0.526342,0.299148,0.198869,0.247356,4,12,23220.5,13714.22,1390.83,0.02354
C0242,4370.68,1.0,2290.99,810.16,1623.78,197.22,0.109119,0.060393,0.053435,0.045453,4,19,12091.23,4238.33,312.64,0.172753
C0243,4830.91,1.0,1354.86,806.36,584.85,237.7,0.322653,0.112227,0.22679,0.043219,3,10,8178.61,6375.93,594.3,0.336795
C0244,520.71,1.0,1209.5,712.25,401.92,45.15,0.189811,0.097896,0.066434,0.049178,3,16,802.0,1289.96,157.38,0.195835
C0245,9099.46,1.0,6.01,2.94,0.0,735.12,0.144625,0.095499,0.102594,0.106122,1,13,28774.0,5713.17,784.9,0.155353
C0246,1032.47,1.0,151.9,89.42,0.0,12436.54,0.261181,0.196125,0.184994,0.166342,4,11,2735.86,1394.72,118.25,0.24487
C0247,8595.24,1.0,89.22,50.41,300.13,13.54,0.113009,0.079076,0.053981,0.425916,6,10,28164.36,5640.82,568.01,0.469181
C0248,345.2,1.0,4.9,2.62,0.0,6.75,0.274499,0.170358,0.207855,0.097784,2,20,1342.46,325.11,19.97,0.276915
C0249,21963.25,1.0,56.34,30.01,342.97,217.01,0.384207,0.221613,0.135661,0.213862,3,18,84726.39,20355.0,1213.91,0.150812
C0250,2010.99,1.0,118.45,68.52,112.17,46711.77,0.134008,0.09088,0.105675,0.072055,2,10,6777.93,2784.74,310.71,0.179353
C0251,1320.66,1.0,1052.18,316.37,794.1,153.83,0.40113,0.100211,0.205685,0.408506,3,10,3405.33,1921.83,252.61,0.450087
C0252,2343.16,1.0,765.93,256.93,659.19,89127.1,0.265511,0.128328,0.090063,0.079248,1,15,6182.66,1943.56,220.84,0.236363
C0253,475.85,1.0,190.1,55.92,34.24,6.26,0.450818,0.230204,0.197445,0.116572,2,25,1263.13,422.94,61.84,0.210055
C0254,490.44,1.0,1650.84,450.44,1095.89,681.36,0.272374,0.063892,0.133988,0.164215,3,8,1787.89,1307.43,83.75,0.083462
C0255,200.27,1.0,327.83,198.35,58.93,75.3,0.144569,0.054096,0.072844,0.07601,4,13,709.17,435.27,25.21,0.085092
C0256,2850.92,1.0,46.59,32.01,0.0,645.88,0.216405,0.065742,0.132965,0.281745,2,15,9306.49,2664.01,145.34,0.828066
C0257,11609.04,1.0,260.1,56.56,166.7,75.7,0.22697,0.134953,0.073813,0.313073,8,19,36359.54,6961.55,951.02,0.248973
C0258,2616.37,1.0,20.16,10.54,216.5,1.82,0.279533,0.190119,0.093232,0.126946,2,16,5753.49,3726.87,449.01,0.038818
C0259,3476.14,1.0,4840.52,2310.99,2518.5,5200.02,0.208074,0.125051,0.100234,0.247868,1,10,9786.48,4499.11,384.67,0.326142
C0260,403.56,1.0,735.52,209.86,482.96,644.47,0.261551,0.195632,0.136458,0.192723,4,14,947.8,851.92,79.23,0.175459
C0261,2205.48,1.0,1765.39,613.83,1141.69,254.98,0.303171,0.192595,0.233096,0.398319,2,14,6492.02,3080.85,316.06,0.605746
C0262,1482.01,1.0,197.28,50.42,0.0,55255.74,0.382842,0.235911,0.195448,0.591001,1,14,5613.0,1481.88,131.87,0.264224
C0263,4245.74,1.0,955.18,492.1,334.42,554.58,0.225717,0.078348,0.139787,0.142621,2,10,12228.49,3644.26,195.78,0.127844
C0264,218.69,1.0,196.42,123.76,0.0,309.45,0.267349,0.196283,0.105355,0.041648,3,19,873.49,288.38,23.56,0.261639
C0265,1021.18,1.0,634.14,374.78,354.1,312.61,0.570198,0.216067,0.45421,0.071637,5,23,2806.39,1043.94,96.87,0.389178
C0266,2284.48,1.0,584.98,170.84,457.31,23.77,0.63265,0.428125,0.379318,0.104338,2,17,4403.61,2705.88,334.82,0.175482
C0267,256.42,1.0,24.73,5.33,125.85,57.02,0.398905,0.164284,0.187333,0.058518,1,20,1012.54,352.46,38.79,0.053287
C0268,5977.99,1.0,398.43,182.29,363.95,4717.66,0.116026,0.067554,0.079462,0.132158,2,14,11510.86,5534.82,554.62,0.041548
C0269,3490.11,1.0,115.99,56.57,191.11,25.44,0.274585,0.076468,0.09087,0.187289,3,16,10266.4,4559.89,298.07,0.306197
C0270,26.12,1.0,816.07,251.71,527.58,396.9,0.10161,0.080349,0.05323,0.226264,5,10,86.6,503.01,71.79,0.307928
C0271,285.43,1.0,3958.36,1032.06,2968.76,475.38,0.061569,0.046333,0.02506,0.134415,0,13,773.6,2276.72,312.97,0.22288
C0272,2180.16,1.0,7501.94,4815.39,2805.29,22.35,0.224547,0.067466,0.117413,0.287892,2,14,3502.78,5632.6,523.17,0.214129
C0273,50511.31,1.0,40267.03,14095.84,26483.36,99.8,0.607592,0.130974,0.234401,0.080425,2,16,155227.97,82554.35,7641.45,0.60601
C0274,4277.97,1.0,127.55,57.8,0.0,81.69,0.401803,0.102184,0.361092,0.286497,0,20,16961.34,3719.39,504.32,0.316093
C0275,18.15,1.0,1805.17,784.6,627.04,419.99,0.39194,0.104588,0.333698,0.107185,5,19,58.2,838.5,109.15,0.27548
C0276,540.1,1.0,16463.59,11099.87,5516.7,3.14,0.121254,0.079347,0.06465,0.090683,1,13,1636.38,7156.03,756.07,0.314965
C0277,3337.22,1.0,6037.53,2390.68,3368.78,1495.52,0.185918,0.09254,0.15146,0.310111,3,10,9929.8,6261.59,373.34,0.396098
C0278,217.76,1.0,118.79,77.92,88.21,1664.72,0.105601,0.069015,0.069585,0.010703,1,17,523.2,199.3,14.51,0.362967
C0279,5643.84,1.0,403.38,150.43,382.46,8.32,0.453773,0.327714,0.237384,0.300528,1,21,12525.65,4972.44,416.15,0.397679
C0280,2054.67,1.0,393.42,258.04,188.6,446.71,0.198712,0.130558,0.17354,0.184061,2,10,6827.57,3001.64,165.59,0.132511
C0281,15336.87,1.0,708.3,142.14,168.4,13345.16,0.04523,0.031292,0.018068,0.124573,3,11,34215.82,23365.35,2501.99,0.074226
C0282,439.4,1.0,11842.23,3666.78,8243.17,73.28,0.238061,0.090233,0.129494,0.103704,5,10,1661.73,5944.67,527.9,0.486479
C0283,4804.62,1.0,3299.93,1297.04,2024.14,60.02,0.193671,0.114442,0.163698,0.354308,1,12,9528.32,4413.67,246.4,0.220553
C0284,4668.85,1.0,101.17,63.99,108.82,9174.73,0.231456,0.179288,0.089652,0.185762,4,9,18368.5,3416.34,190.08,0.118876
C0285,35957.14,1.0,1692.73,1049.66,141.79,8.6,0.114478,0.025597,0.086348,0.01187,2,10,93368.08,50476.51,4306.49,0.202196
C0286,8706.9,1.0,1317.98,456.94,970.11,262.08,0.034352,0.007569,0.010615,0.089741,0,12,15133.56,12348.88,1418.53,0.346808
C0287,2199.34,1.0,8606.68,3901.52,4652.87,71.36,0.400835,0.18978,0.359852,0.032976,0,13,3514.67,6686.13,999.62,0.229895
C0288,193.87,1.0,1380.87,653.16,1337.89,1120.88,0.390626,0.217276,0.298888,0.011491,4,21,693.69,697.91,80.96,0.57151
C0289,550.18,1.0,200.55,138.76,0.0,657.37,0.591184,0.335268,0.4535,0.337739,4,14,1536.84,499.21,58.88,0.079872
C0290,4256.94,1.0,4481.37,1667.19,3031.56,2.64,0.214518,0.080613,0.097995,0.237686,4,14,8464.76,6798.14,383.81,0.237912
C0291,1919.4,1.0,41627.31,28183.95,13581.3,32.45,0.264232,0.205226,0.10376,0.10167,2,19,4148.03,32490.02,2439.21,0.342695
C0292,9415.44,1.0,227.94,103.02,160.51,951.73,0.125404,0.06743,0.108086,0.355454,1,17,16430.71,12498.18,1743.93,0.614813
C0293,378.99,1.0,54.78,28.88,235.67,14.98,0.345138,0.180541,0.159255,0.070829,3,13,812.9,573.36,30.14,0.115084
C0294,1048.38,1.0,376.06,202.29,0.0,213.09,0.298918,0.126912,0.160489,0.292164,3,14,1783.64,1001.78,78.46,0.2555
C0295,15322.6,1.0,1924.61,950.8,698.02,347.41,0.513661,0.290177,0.425194,0.152528,2,16,38910.84,13559.2,1608.29,0.116384
C0296,2820.68,1.0,104.2,53.66,556.38,14999.97,0.234703,0.183508,0.207116,0.225372,2,11,7584.24,2234.13,196.41,0.152536
C0297,1708.75,1.0,1248.78,810.34,504.42,161.39,0.330406,0.222845,0.160236,0.024111,4,11,4956.25,2814.74,409.54,0.276869
C0298,92.32,1.0,206.37,84.26,0.0,129.93,0.494974,0.338248,0.234445,0.195758,3,13,269.64,301.65,26.58,0.227026
C0299,786.16,1.0,8.6,4.59,46.87,4975.32,0.189502,0.092935,0.114017,0.281169,2,16,1771.3,842.66,51.69,0.414739
C0300,589.49,1.0,148.16,48.06,24.19,341.4,0.221048,0.0595,0.177042,0.162483,3,15,2168.24,382.8,23.95,0.408667
C0301,18929.87,1.0,362.74,203.53,80.3,24747.28,0.108066,0.061325,0.034761,0.060912,5,14,43433.4,10483.17,543.45,0.163282
C0302,13480.39,1.0,15996.52,11112.22,4836.97,3540.89,0.151451,0.096745,0.090677,0.226287,4,12,39832.77,23793.11,3043.25,0.366734
C0303,1534.2,1.0,68.41,41.41,8.38,39.8,0.132226,0.102054,0.092722,0.094323,2,21,3505.09,2009.62,285.56,0.249498
C0304,2200.58,1.0,161.56,40.48,0.0,28.96,0.167316,0.039962,0.097903,0.037589,6,19,7854.0,1552.0,134.56,0.125597
C0305,2968.91,1.0,375.11,196.04,22.09,367.85,0.298686,0.169428,0.095491,0.331462,3,12,11859.43,2175.9,226.75,0.39529
C0306,2790.35,1.0,1067.28,428.21,609.92,1783.28,0.115615,0.088752,0.090686,0.201758,2,16,5375.83,4212.46,321.35,0.16008
C0307,2291.25,1.0,364.93,144.9,453.7,970.09,0.284611,0.180697,0.169134,0.017243,5,14,8907.04,1486.26,141.96,0.156083
C0308,5350.88,1.0,3945.79,1567.13,2150.88,6.05,0.220027,0.054037,0.147287,0.018078,5,15,8977.27,7380.74,812.21,0.295115
C0309,1621.34,1.0,23.23,12.65,0.0,3064.74,0.274074,0.116271,0.094936,0.028824,1,10,5695.28,1803.57,223.01,0.466977
C0310,182.8,1.0,55903.82,12673.6,43110.03,75.95,0.21262,0.161116,0.182017,0.061465,2,22,705.21,43496.71,2820.27,0.320783
C0311,550.21,1.0,482.95,191.45,224.1,1.11,0.231503,0.070071,0.146669,0.034663,8,14,1721.02,575.34,51.6,0.119154
C0312,2193.54,1.0,145.67,34.57,0.0,833.99,0.212677,0.057212,0.064916,0.223577,3,17,5083.74,1180.01,77.14,0.385115
C0313,24091.34,1.0,57.27,37.55,0.0,488.5,0.147095,0.066541,0.101123,0.08974,4,14,47846.27,18293.73,975.4,0.310815
C0314,13413.63,1.0,36.27,8.28,308.17,166.31,0.249495,0.101358,0.192918,0.10627,6,14,47601.64,19525.3,2457.45,0.452679
C0315,127.53,1.0,172.21,46.1,462.48,2289.17,0.373943,0.292943,0.127106,0.185161,2,16,222.5,133.23,15.94,0.122615
C0316,1146.68,1.0,256.33,96.4,145.92,99.57,0.361528,0.240635,0.297216,0.050481,0,19,3092.52,1755.46,207.5,0.13977
C0317,491.18,1.0,1067.59,548.04,472.94,10.12,0.126026,0.090354,0.102242,0.04883,5,16,1716.23,1158.52,98.39,0.129711
C0318,3520.69,1.0,179.57,82.9,293.14,59.02,0.137145,0.049993,0.063549,0.263268,3,14,12552.92,5124.02,490.77,0.455697
C0319,2286.9,1.0,205.06,91.82,101.2,11.75,0.151855,0.072259,0.048785,0.277863,5,17,5429.32,2603.81,303.36,0.118913
C0320,1295.21,1.0,2043.57,430.3,1980.39,14.87,0.348383,0.260116,0.114737,0.125467,1,15,3645.98,3047.66,162.67,0.30566
C0321,2711.64,1.0,33.48,17.71,104.58,216.02,0.388009,0.149902,0.32781,0.249431,2,13,5070.36,3287.66,345.05,0.331306
C0322,2886.17,1.0,1247.51,482.34,637.4,604.86,0.390222,0.083954,0.178392,0.097856,5,18,8475.77,4087.69,370.09,0.328257
C0323,1106.2,1.0,8766.06,4874.49,4097.16,11.16,0.294951,0.202272,0.137667,0.036384,4,16,2959.62,5716.52,842.31,0.701954
C0324,4262.28,1.0,297.56,122.36,234.84,165.68,0.24528,0.162991,0.156084,0.143293,5,14,16066.53,5788.19,362.85,0.217062
C0325,14061.43,1.0,105.92,65.21,221.01,19.0,0.109021,0.082413,0.077797,0.284089,4,9,37455.88,9303.35,818.0,0.230805
C0326,18916.33,1.0,463.38,139.72,538.8,20.67,0.234784,0.138564,0.100928,0.179932,2,10,58421.18,25825.28,2663.56,0.462046
C0327,852.1,1.0,200.64,108.82,0.0,39.73,0.0785,0.027624,0.056178,0.087493,4,8,2062.13,1116.46,152.16,0.456508
C0328,21026.82,1.0,61.69,40.31,97.44,0.61,0.059021,0.015744,0.05086,0.154233,3,13,46352.82,30808.91,2648.31,0.545446
C0329,16265.25,1.0,2109.04,553.94,1718.5,301.85,0.150103,0.065772,0.093625,0.096596,2,20,29599.15,15256.72,1341.65,0.408526
C0330,645.66,1.0,12.12,8.14,288.34,10.51,0.135145,0.061657,0.08675,0.079103,4,15,1781.29,744.58,61.64,0.435762
C0331,9425.84,1.0,110.09,45.62,382.52,916.11,0.48304,0.360422,0.320639,0.020494,2,13,26584.88,12516.54,1752.58,0.242143
C0332,1815.72,1.0,6.74,2.74,84.4,2.05,0.226556,0.177067,0.152752,0.342054,2,16,4516.43,921.34,135.77,0.393249
C0333,21179.82,1.0,10.39,2.7,80.89,49.01,0.278254,0.204115,0.221546,0.161967,3,16,61338.17,31052.69,2712.6,0.147282
C0334,1846.86,1.0,24.21,15.64,0.0,187.23,0.261725,0.160077,0.201415,0.156248,0,15,5482.71,1217.08,149.21,0.171281
C0335,13750.16,1.0,4677.41,2465.99,2177.99,10.92,0.167218,0.11586,0.070777,0.079966,2,5,24799.38,17787.95,2062.75,0.434325
C0336,3718.58,1.0,386.69,244.04,181.9,25.76,0.203744,0.06712,0.133122,0.181768,2,11,8032.81,3384.27,335.63,0.665594
C0337,1157.97,1.0,5577.71,3096.51,2609.08,1473.28,0.365921,0.189189,0.279495,0.318605,1,13,4227.66,5474.24,514.08,0.327585
C0338,546.99,1.0,574.56,245.67,394.04,13.25,0.102044,0.023051,0.066916,0.132795,4,13,1481.48,912.31,110.0,0.296466
C0339,511.56,1.0,607.18,261.43,421.53,137.08,0.207063,0.134049,0.128964,0.0306,1,15,1211.02,682.93,39.8,0.564006
C0340,1173.4,1.0,26.51,16.55,0.0,242.03,0.253603,0.186064,0.088313,0.016732,4,10,1969.14,1021.32,70.47,0.444649
C0341,1161.99,1.0,73.35,32.06,0.0,6.09,0.254538,0.074744,0.174784,0.051391,2,17,3220.76,1622.09,189.77,0.131572
C0342,3820.81,1.0,7446.59,2052.68,5521.65,129.84,0.514654,0.301939,0.444303,0.122121,0,9,11857.22,6603.84,596.88,0.518874
C0343,1616.09,1.0,1047.13,396.5,731.64,129.96,0.067738,0.043067,0.036884,0.012481,5,17,4709.75,2804.82,336.99,0.30973
C0344,17910.55,1.0,4238.64,2585.17,1632.57,1042.2,0.426266,0.299623,0.179957,0.11105,1,7,62082.44,25488.98,2298.89,0.454948
C0345,2957.96,1.0,679.49,144.74,418.6,2997.12,0.394525,0.181893,0.280053,0.015178,6,15,6507.22,2532.35,333.18,0.102441
C0346,4150.73,1.0,248.46,112.5,83.25,386.18,0.178989,0.04397,0.150255,0.173917,3,14,6759.58,6200.17,699.28,0.12676
C0347,1597.83,1.0,2395.37,879.22,1566.24,11.74,0.429936,0.112637,0.275034,0.087474,1,15,4711.82,3110.4,312.26,0.290675
C0348,20691.69,1.0,3064.58,1215.71,1890.11,3294.15,0.108776,0.061798,0.037381,0.184938,11,18,42989.99,16513.44,1690.8,0.216484
C0349,669.39,1.0,49.04,16.57,0.0,267.04,0.092211,0.022928,0.058991,0.006852,3,17,1309.68,999.76,102.05,0.511372
C0350,54.76,1.0,2057.52,1174.61,601.01,439.66,0.081558,0.044884,0.033209,0.039283,2,17,171.0,1149.66,118.78,0.267285
C0351,626.01,1.0,427.9,287.61,274.53,44.4,0.01659,0.012337,0.00727,0.055986,3,21,1774.61,943.09,80.58,0.152866
C0352,1762.94,1.0,564.78,212.18,297.35,523.17,0.074837,0.026512,0.061033,0.019745,2,15,6414.05,2754.0,377.18,0.114686
C0353,1123.05,1.0,5729.02,2455.44,3474.3,6552.98,0.47098,0.2712,0.270471,0.059743,4,13,3852.44,3504.81,410.02,0.379209
C0354,742.26,1.0,779.96,427.84,128.2,152.35,0.304033,0.186035,0.242073,0.041214,2,16,1953.22,897.14,76.32,0.594661
C0355,639.25,1.0,93.57,40.59,0.0,6718.62,0.272649,0.213621,0.243394,0.100942,4,15,1453.46,865.51,87.91,0.246358
C0356,1468.95,1.0,583.35,275.12,531.52,1139.46,0.114709,0.054772,0.048972,0.347743,5,20,5791.43,2059.78,172.14,0.261509
C0357,89389.17,1.0,2997.38,1438.92,1245.28,6613.91,0.125684,0.077439,0.089416,0.08038,4,12,284929.05,53101.53,6839.09,0.251602
C0358,691.34,1.0,471.74,245.58,0.0,632.01,0.075112,0.053213,0.033663,0.048418,3,13,2747.02,940.38,139.32,0.227543
C0359,4494.69,1.0,639.1,263.24,133.47,172.57,0.150971,0.041398,0.132396,0.081951,3,17,13275.45,3941.28,501.84,0.378314
C0360,6115.32,1.0,1659.18,455.17,921.21,1.19,0.650777,0.35016,0.378265,0.244131,6,10,12754.98,8511.25,810.17,0.304899
C0361,4885.12,1.0,1500.92,592.85,1119.51,211.69,0.146407,0.066663,0.084654,0.007822,2,14,15539.61,7166.38,369.8,0.134096
C0362,3666.42,1.0,360057.55,227212.05,132642.13,0.31,0.279204,0.115633,0.250753,0.08387,4,17,13803.9,272262.67,30471.46,0.580027
C0363,2089.8,1.0,185.21,64.36,0.0,135.97,0.433791,0.233184,0.368048,0.136836,1,18,6455.39,2758.53,295.77,0.164598
C0364,2919.89,1.0,178.05,86.48,73.7,939.3,0.147468,0.092933,0.08032,0.313558,2,17,7782.94,4151.65,551.83,0.217663
C0365,706.18,1.0,3264.29,789.06,2479.93,2482.87,0.438198,0.223883,0.143135,0.232155,1,8,1449.48,2539.37,165.44,0.333903
C0366,242.09,1.0,3456.91,1914.39,1763.08,22.36,0.30028,0.077694,0.23908,0.162035,3,18,797.82,3069.75,439.47,0.137886
C0367,2762.22,1.0,102.1,40.51,10.13,24.75,0.484321,0.364421,0.262254,0.213151,6,12,6307.66,4084.5,359.38,0.325345
C0368,26136.34,1.0,946.59,274.09,586.53,8228.19,0.198013,0.115961,0.067373,0.520249,5,10,67622.93,33651.44,3966.72,0.373916
C0369,957.54,1.0,95.15,56.43,0.0,241.63,0.043577,0.031044,0.015922,0.136273,3,14,3040.93,798.34,70.02,0.130099
C0370,1140.07,1.0,5878.78,4060.12,1446.97,511.84,0.308404,0.208481,0.19131,0.304298,4,15,3097.69,4077.1,562.79,0.44843
C0371,42542.37,1.0,1150.14,394.04,829.39,3504.37,0.028848,0.018091,0.017487,0.14118,2,12,123710.77,58901.29,3878.46,0.119262
C0372,2908.62,1.0,145.45,35.99,148.24,897.63,0.388112,0.174428,0.26913,0.133822,1,20,5899.38,2577.81,301.09,0.080337
C0373,198.65,1.0,38.25,11.45,0.0,30.19,0.224655,0.060647,0.141537,0.126839,4,16,704.93,313.3,34.57,0.31058
C0374,60233.92,1.0,21.61,12.42,0.0,42.46,0.115038,0.062906,0.055318,0.47504,2,14,113175.33,46316.11,2895.07,0.233699
C0375,2008.93,1.0,445.5,147.0,0.0,22.71,0.165828,0.054227,0.140189,0.103119,2,15,3883.25,2991.72,397.8,0.18259
